term_id,query,normalized,brand,brand_conf,gender,age_range,colors,sizes,materials,product_tokens
TERM_975a0408,sineklik,sineklik,,0.0,,,,,,sineklik
TERM_d37bff17,bindallı dikiş makinesi,bindallı dikiş makinesi,,0.0,,,,,,bindallı dikiş makinesi
TERM_eca66e84,erkek bomber mont,erkek bomber mont,,0.0,erkek,,,,,bomber mont
TERM_f6b1157d,erzak kavanozu,erzak kavanozu,,0.0,,,,,,erzak kavanozu
TERM_733a7b66,bebek eldiveni,bebek eldiveni,,0.0,,bebek,,,,eldiveni
TERM_12be19d1,pregio,pregio,,0.0,,,,,,pregio
TERM_01de3d1c,gigabyte,gigabyte,gigabyte,1.0,,,,,,
TERM_3c9d9976,würth silikon sprey,würth silikon sprey,würth,1.0,,,,,,silikon sprey
TERM_5f98d779,kadın leofer,kadın leofer,,0.0,kadın,,,,,leofer
TERM_707e2f71,ps 5 kolu,ps 5 kolu,,0.0,,,,,,kolu
TERM_6aff01e7,pembe tabak,pembe tabak,,0.0,,,pembe,,,tabak
TERM_87f67633,i phone,i phone,apple,1.0,,,,,,
TERM_3008559d,la roche nemlendirici,la roche nemlendirici,la,1.0,,,,,,nemlendirici
TERM_10d2872d,bakliyat,bakliyat,,0.0,,,,,,bakliyat
TERM_5bd6e0f1,hediyelik ev eşyası,hediyelik ev eşyası,,0.0,,,,,,hediyelik eşyası
TERM_a3c35bbc,kısırlaştırılmış kedi maması,kısırlaştırılmış kedi maması,,0.0,,,,,,kısırlaştırılmış kedi maması
TERM_2085bfb3,fırça kabı,fırça kabı,,0.0,,,,,,fırça kabı
TERM_3e606df9,erkek bebek panduf,erkek bebek panduf,,0.0,erkek,bebek,,,,panduf
TERM_d252037f,yeşil lambader,yeşil lambader,,0.0,,,yeşil,,,lambader
TERM_e48d8409,hyundai i20 aksesuar,hyundai i20 aksesuar,hyundai,0.8,,,,,,i20 aksesuar
TERM_b78f7ff8,isim yazılı kalem,isim yazılı kalem,,0.0,,,,,,isim yazılı kalem
TERM_f649e80c,kadın hamile alt - üst takım,kadın hamile alt - üst takım,,0.0,kadın,,,,,hamile alt üst takım
TERM_73a485ed,nivea sıkılaştırıcı,nivea sıkılaştırıcı,nivea,1.0,,,,,,sıkılaştırıcı
TERM_a93d1912,tommy hilfiger kadın pantolon,tommy hilfiger kadın pantolon,tommy,1.0,kadın,,,,,hilfiger pantolon
TERM_ca219ef6,erbane,erbane,,0.0,,,,,,erbane
TERM_bfe95db0,kısa topuklu çizme,kısa topuklu çizme,,0.0,,,,,,topuklu çizme
TERM_cc6c8063,kadın krem ceket,kadın krem ceket,,0.0,kadın,,krem,,,ceket
TERM_c95d5967,capella aydınlatma avize,capella aydınlatma avize,,0.0,,,,,,capella aydınlatma avize
TERM_6be870c3,saç uzatma,saç uzatma,,0.0,,,,,,saç uzatma
TERM_b07b1b9f,erkek kısa kol gömlek,erkek kısa kol gömlek,,0.0,erkek,,,,,kol gömlek
TERM_54ac706a,çay bardak seti,çay bardak seti,,0.0,,,,,,çay bardak seti
TERM_3d713c4b,jimykey,jimykey,,0.0,,,,,,jimykey
TERM_994e7997,michael kors erkek saat,michael kors erkek saat,michael,1.0,erkek,,,,,kors saat
TERM_07d59fd8,grintuss,grintuss,,0.0,,,,,,grintuss
TERM_a9e65138,erkek bordo kazak,erkek bordo kazak,,0.0,erkek,,bordo,,,kazak
TERM_62d9ee8d,bargello 711,bargello 711,bargello,1.0,,,,,,
TERM_cc377517,sonic doğum günü süsleri,sonic doğum günü süsleri,sonic,0.8,,,,,,doğum günü süsleri
TERM_5e480cfc,gri uzun hırka,gri uzun hırka,,0.0,,,gri,,,hırka
TERM_40fb3de0,demirdöküm kombi,demirdöküm kombi,,0.0,,,,,,demirdöküm kombi
TERM_88461650,manuel tansiyon aleti,manuel tansiyon aleti,omron,1.0,,,,,,manuel aleti
TERM_eb332a63,ip kolye,ip kolye,,0.0,,,,,,kolye
TERM_308ea16c,hummel yürüyüş ayakkabısı,hummel yürüyüş ayakkabısı,hummel,1.0,,,,,,yürüyüş ayakkabısı
TERM_3aa5c930,çocuk tozluk,çocuk tozluk,,0.0,,çocuk,,,,tozluk
TERM_8fad353b,büyük beden tesettür takım,büyük beden tesettür takım,,0.0,,,,,,beden tesettür takım
TERM_bbeba518,plakalı anahtarlık,plakalı anahtarlık,,0.0,,,,,,plakalı anahtarlık
TERM_a4aa05d7,karaca satürn,karaca satürn,karaca,1.0,,,,,,satürn
TERM_bcb98007,çocuklar için gece lambası,çocuklar için gece lambası,,0.0,,,,,,çocuklar gece lambası
TERM_9951fcee,saç kesme makinesi,saç kesme makinesi,,0.0,,,,,,saç kesme makinesi
TERM_412facc8,manuel rondo,manuel rondo,,0.0,,,,,,manuel rondo
TERM_5d315722,homend tost makinesi,homend tost makinesi,homend,1.0,,,,,,tost makinesi
TERM_de4f4e3f,beyaz iç göstermeyen gömlek,beyaz iç göstermeyen gömlek,,0.0,,,beyaz,,,göstermeyen gömlek
TERM_7bc9446e,merrel,merrel,,0.0,,,,,,merrel
TERM_05d24266,italyan bileklik çarm,italyan bileklik çarm,,0.0,,,,,,italyan bileklik çarm
TERM_401168d1,kapşonlu kadın sweatshirt,kapşonlu kadın sweatshirt,,0.0,kadın,,,,,kapşonlu sweatshirt
TERM_b884f690,koltuk kaydırmaz,koltuk kaydırmaz,,0.0,,,,,,koltuk kaydırmaz
TERM_51fc46b4,egecan mobilya duvar rafı,egecan mobilya duvar rafı,,0.0,,,,,,egecan mobilya duvar rafı
TERM_a1d0c532,ipekyol yelek,ipekyol yelek,ipekyol,0.833,,,,,,yelek
TERM_57baa4b5,tyt biyoloji deneme,tyt biyoloji deneme,,0.0,,,,,,tyt biyoloji deneme
TERM_2d9602d0,kız çocuk ceket,kız çocuk ceket,,0.0,kadın,çocuk,,,,ceket
TERM_a81128d5,lumberjack erkek mont,lumberjack erkek mont,lumberjack,1.0,erkek,,,,,mont
TERM_cb594cf7,solucan gübresi,solucan gübresi,,0.0,,,,,,solucan gübresi
TERM_8b48c625,crocs beyaz,crocs beyaz,crocs,1.0,,,beyaz,,,
TERM_f1a522fa,tesettür scuba takım,tesettür scuba takım,,0.0,,,,,,tesettür scuba takım
TERM_cd5a06ef,koton çocuk alt - üst takım,koton çocuk alt - üst takım,koton,1.0,,çocuk,,,,alt üst takım
TERM_0ef0c947,kedi tırmalaması,kedi tırmalaması,,0.0,,,,,,kedi tırmalaması
TERM_e908cd73,gillette mach 3,gillette mach 3,gillette,1.0,,,,,,mach
TERM_a0dcb15a,büyük kalemlik,büyük kalemlik,,0.0,,,,,,kalemlik
TERM_da6c29f6,dp daily perfection şampuan,dp daily perfection şampuan,,0.0,,,,,,daily perfection şampuan
TERM_de57d7da,erkek kışlık kaban,erkek kışlık kaban,,0.0,erkek,,,,,kışlık kaban
TERM_fe8e34c7,reflex plus kedi maması,reflex plus kedi maması,reflex,1.0,,,,,,plus kedi maması
TERM_46e7476f,uzanma koltuğu,uzanma koltuğu,,0.0,,,,,,uzanma koltuğu
TERM_ec433dac,damla kehribar tesbih,damla kehribar tesbih,,0.0,,,,,,damla kehribar tesbih
TERM_08352bb5,genel markalar kumbara,genel markalar kumbara,,0.0,,,,,,genel markalar kumbara
TERM_40d3e61e,redoxon vitamin,redoxon vitamin,,0.0,,,,,,redoxon vitamin
TERM_01ff2f78,kadın şişme yelek,kadın şişme yelek,,0.0,kadın,,,,,şişme yelek
TERM_fc62ea6f,hasır kemer,hasır kemer,,0.0,,,,,,hasır kemer
TERM_091322bd,saban nem alıcı,saban nem alıcı,,0.0,,,,,,saban nem alıcı
TERM_aaca3bb6,yüz kesesi,yüz kesesi,,0.0,,,,,,yüz kesesi
TERM_2345b76a,göz makyaj,göz makyaj,,0.0,,,,,,göz makyaj
TERM_8a6e5dfc,hahaha sticker,hahaha sticker,,0.0,,,,,,hahaha sticker
TERM_86638620,bambu kapaklı kahvaltılık,bambu kapaklı kahvaltılık,,0.0,,,,,bambu,kapaklı kahvaltılık
TERM_db203226,para sayma makinesi,para sayma makinesi,,0.0,,,,,,para sayma makinesi
TERM_50dbc0f3,vidalı küpe,vidalı küpe,,0.0,,,,,,vidalı küpe
TERM_ec93ba29,clinomyn diş macunu,clinomyn diş macunu,,0.0,,,,,,clinomyn diş macunu
TERM_7c8e2bd7,madame coco banyo havlusu,madame coco banyo havlusu,madame,1.0,,,,,,coco banyo havlusu
TERM_b3a366eb,flama,flama,,0.0,,,,,,flama
TERM_8f446e7b,lego figür,lego figür,lego,0.931,,,,,,figür
TERM_cefb5daf,planlayıcı defter,planlayıcı defter,,0.0,,,,,,planlayıcı defter
TERM_a0e3d4fe,bulaşık makinesi yedek parça,bulaşık makinesi yedek parça,,0.0,,,,,,bulaşık makinesi yedek parça
TERM_9446204c,led modülü,led modülü,,0.0,,,,,,led modülü
TERM_b89fa772,polo kadın çanta,polo kadın çanta,,0.0,kadın,,,,,polo çanta
TERM_44488525,dyson dik süpürge,dyson dik süpürge,dyson,0.857,,,,,,dik süpürge
TERM_9bca42bf,şarjlı tornavida seti,şarjlı tornavida seti,,0.0,,,,,,şarjlı tornavida seti
TERM_ad23c6ef,lc waikiki cüzdan,lc waikiki cüzdan,lc,1.0,,,,,,cüzdan
TERM_5d872ff0,guess kadın saat,guess kadın saat,guess,1.0,kadın,,,,,saat
TERM_8c1651e0,elie saab parfüm,elie saab parfüm,,0.0,,,,,,elie saab parfüm
TERM_a82e13a6,almond,almond,,0.0,,,,,,almond
TERM_88a69312,iğnelik,iğnelik,,0.0,,,,,,iğnelik
TERM_6ebf7910,lelas parfüm,lelas parfüm,,0.0,,,,,,lelas parfüm
TERM_e16aa649,wax saç şekillendirici,wax saç şekillendirici,,0.0,,,,,,wax saç şekillendirici
TERM_23bb67c9,kısa kaşe,kısa kaşe,,0.0,,,,,,kaşe
TERM_438cfba9,neutrogena ayak kremi,neutrogena ayak kremi,neutrogena,1.0,,,,,,ayak kremi
TERM_dba94fa8,ev kumbara,ev kumbara,,0.0,,,,,,kumbara
TERM_9d188163,bambu raflı kirli sepeti,bambu raflı kirli sepeti,bofigo,0.875,,,,,bambu,kirli sepeti
TERM_7a6cbd95,bershka topuklu,bershka topuklu,bershka,1.0,,,,,,topuklu
TERM_f2a6e60b,erkek rollon,erkek rollon,,0.0,erkek,,,,,rollon
TERM_5747d77a,mara vücut spreyi,mara vücut spreyi,,0.0,,,,,,mara vücut spreyi
TERM_1504dd38,ziaja yüz kremi,ziaja yüz kremi,,0.0,,,,,,ziaja yüz kremi
TERM_ce0429e3,lgs planlama defteri,lgs planlama defteri,,0.0,,,,,,lgs planlama defteri
TERM_ccc65e80,manuel el rondosu,manuel el rondosu,,0.0,,,,,,manuel rondosu
TERM_ecf2a5e2,dolu pedallı araç,dolu pedallı araç,dolu,1.0,,,,,,pedallı araç
TERM_fb2de9ae,pamuk-saten nevresim takımı,pamuk-saten nevresim takımı,,0.0,,,,,,pamuk-saten nevresim takımı
TERM_61a95760,tefak,tefak,,0.0,,,,,,tefak
TERM_f07ce8cf,tapyoka nişastası,tapyoka nişastası,,0.0,,,,,,tapyoka nişastası
TERM_cce7e05d,koltuklar,koltuklar,,0.0,,,,,,koltuklar
TERM_9117079b,mavi kadın şapka,mavi kadın şapka,,0.0,kadın,,mavi,,,şapka
TERM_e8de61e2,kumaş gardırop,kumaş gardırop,,0.0,,,,,,kumaş gardırop
TERM_f1dffc5f,ales deneme,ales deneme,,0.0,,,,,,ales deneme
TERM_f3031a87,organizatör,organizatör,,0.0,,,,,,organizatör
TERM_d71db588,kız çocuğu topuklu ayakkabı,kız çocuğu topuklu ayakkabı,,0.0,kadın,çocuk,,,,topuklu ayakkabı
TERM_523d38b1,berberx,berberx,,0.0,,,,,,berberx
TERM_ac634693,kurutucu,kurutucu,,0.0,,,,,,kurutucu
TERM_3843044f,marjin kadın bot,marjin kadın bot,marjin,1.0,kadın,,,,,bot
TERM_027772c1,okçuluk hedef tahtası,okçuluk hedef tahtası,,0.0,,,,,,okçuluk hedef tahtası
TERM_3e9fdd78,ltb gömlek,ltb gömlek,ltb,1.0,,,,,,gömlek
TERM_e8b0d31e,timaş yayınları,timaş yayınları,timaş,1.0,,,,,,yayınları
TERM_aad7fe94,çocuk mont,çocuk mont,,0.0,,çocuk,,,,mont
TERM_647f900d,ipli kartlık,ipli kartlık,,0.0,,,,,,ipli kartlık
TERM_c70373a8,meya dekor bahçe takımı,meya dekor bahçe takımı,,0.0,,,,,,meya dekor bahçe takımı
TERM_68934cee,koton jean,koton jean,koton,1.0,,,,,,jean
TERM_1de3542c,makyaj baz,makyaj baz,,0.0,,,,,,makyaj baz
TERM_65935887,0.5 tog uyku tulumu,0.5 tog uyku tulumu,,0.0,,,,,,tog uyku tulumu
TERM_085a9e0c,fairy bulaşık tableti,fairy bulaşık tableti,fairy,1.0,,,,,,bulaşık tableti
TERM_f7e1b73f,pull & bear erkek mont,pull & bear erkek mont,pull,1.0,erkek,,,,,bear mont
TERM_8ee79acb,adidas erkek yürüyüş ayakkabısı,adidas erkek yürüyüş ayakkabısı,adidas,1.0,erkek,,,,,yürüyüş ayakkabısı
TERM_77fd9e3f,dabıl teyp,dabıl teyp,,0.0,,,,,,dabıl teyp
TERM_ac11f369,tekerlekli saksı altlığı,tekerlekli saksı altlığı,,0.0,,,,,,tekerlekli saksı altlığı
TERM_8146ae86,lui tasarım vazo,lui tasarım vazo,,0.0,,,,,,lui tasarım vazo
TERM_7fe07453,lotus çiçeği toka,lotus çiçeği toka,lotus,0.857,,,,,,çiçeği toka
TERM_2c4b2543,jbl kablosuz kulaklık,jbl kablosuz kulaklık,jbl,0.889,,,,,,kablosuz kulaklık
TERM_1c272f76,honda motosiklet,honda motosiklet,,0.0,,,,,,honda motosiklet
TERM_e8c5cbfa,kapüşonlu mont,kapüşonlu mont,,0.0,,,,,,kapüşonlu mont
TERM_6aea0267,palme tyt biyoloji,palme tyt biyoloji,,0.0,,,,,,palme tyt biyoloji
TERM_956e7b5f,sukuşi pati,sukuşi pati,,0.0,,,,,,sukuşi pati
TERM_327ec20c,bohem biblo,bohem biblo,,0.0,,,,,,bohem biblo
TERM_a55ad8b9,lenovo tablet,lenovo tablet,lenovo,1.0,,,,,,tablet
TERM_858403c8,tüylü hırka,tüylü hırka,,0.0,,,,,,tüylü hırka
TERM_108b06d3,i phone 17,i phone 17,apple,1.0,,,,,,
TERM_8575daca,pureseed,pureseed,,0.0,,,,,,pureseed
TERM_50a06260,loft gömlek,loft gömlek,loft,1.0,,,,,,gömlek
TERM_b547a5ee,tchibo kapsül kahve,tchibo kapsül kahve,tchibo,1.0,,,,,,kapsül kahve
TERM_41bdb4b0,proplan köpek maması,proplan köpek maması,pro,1.0,,,,,,köpek maması
TERM_bd8104e8,gaz yağı,gaz yağı,,0.0,,,,,,gaz yağı
TERM_0264a1ab,skechers outdoor ayakkabı,skechers outdoor ayakkabı,skechers,1.0,,,,,,outdoor ayakkabı
TERM_960cb3be,su geçirmez saat,su geçirmez saat,,0.0,,,,,,geçirmez saat
TERM_59030ec8,adidas erkek ayakkabı,adidas erkek ayakkabı,adidas,1.0,erkek,,,,,ayakkabı
TERM_aa7195f6,lumberjack omuz çantası,lumberjack omuz çantası,lumberjack,1.0,,,,,,omuz çantası
TERM_c02df02c,playstation,playstation,sony,1.0,,,,,,
TERM_8e5f375f,koltuk yatak,koltuk yatak,,0.0,,,,,,koltuk yatak
TERM_3f583e1a,tom jones,tom jones,tom,0.714,,,,,,jones
TERM_6cce4f74,taşlama,taşlama,,0.0,,,,,,taşlama
TERM_bbbe6bd2,black honey ruj,black honey ruj,,0.0,,,,,,black honey ruj
TERM_ee1a96a7,arçelik ankastre ocak,arçelik ankastre ocak,arçelik,1.0,,,,,,ankastre ocak
TERM_8f30840e,toyota corolla paspas,toyota corolla paspas,,0.0,,,,,,toyota corolla paspas
TERM_e4dc8f13,seyahat el çantası,seyahat el çantası,,0.0,,,,,,seyahat çantası
TERM_07ddcded,çanta kiti,çanta kiti,,0.0,,,,,,çanta kiti
TERM_0072501e,korkmaz granit tava,korkmaz granit tava,korkmaz,1.0,,,,,,granit tava
TERM_9a46a891,dove saç kremi,dove saç kremi,dove,1.0,,,,,,saç kremi
TERM_7f563bc2,exvega oyuncu koltuğu,exvega oyuncu koltuğu,,0.0,,,,,,exvega oyuncu koltuğu
TERM_606eee68,büyük vinç oyuncak,büyük vinç oyuncak,,0.0,,,,,,vinç oyuncak
TERM_46e92a00,puf yatak,puf yatak,,0.0,,,,,,puf yatak
TERM_c13ab290,kore güneş kremi,kore güneş kremi,,0.0,,,,,,kore güneş kremi
TERM_f1e9a0af,ara yüz fırçası,ara yüz fırçası,,0.0,,,,,,ara yüz fırçası
TERM_6a884a52,hakiki zeytinyağı,hakiki zeytinyağı,,0.0,,,,,,hakiki zeytinyağı
TERM_c8ed1595,sleepy bebek bezi 5,sleepy bebek bezi 5,sleepy,1.0,,bebek,,,,bezi
TERM_c0bf6529,erkek bebek zıbın,erkek bebek zıbın,,0.0,erkek,bebek,,,,zıbın
TERM_1f1f1825,saç bandanası,saç bandanası,,0.0,,,,,,saç bandanası
TERM_d26ee895,makyaj eşyaları,makyaj eşyaları,,0.0,,,,,,makyaj eşyaları
TERM_9422a3a3,kapı altı rüzgar önleyici,kapı altı rüzgar önleyici,,0.0,,,,,,kapı altı rüzgar önleyici
TERM_705797f7,kan ilacı,kan ilacı,,0.0,,,,,,kan ilacı
TERM_c3b44be0,alas hurç,alas hurç,,0.0,,,,,,alas hurç
TERM_edfb7f9e,çocuk kum torbası,çocuk kum torbası,,0.0,,çocuk,,,,kum torbası
TERM_6644eab6,proplan yavru kedi maması,proplan yavru kedi maması,pro,1.0,,,,,,yavru kedi maması
TERM_ba3c0927,asker bot,asker bot,,0.0,,,,,,asker bot
TERM_07b9b8df,gant yelek,gant yelek,gant,1.0,,,,,,yelek
TERM_c8fcb816,kasnak pano,kasnak pano,,0.0,,,,,,kasnak pano
TERM_642d0711,swatch kadın,swatch kadın,swatch,1.0,kadın,,,,,
TERM_ed5239c3,kedili defter,kedili defter,,0.0,,,,,,kedili defter
TERM_6365d65e,kelebekli çiçek buketi,kelebekli çiçek buketi,blackrosehediye,1.0,,,,,,kelebekli çiçek
TERM_86c807af,asics gel nyc,asics gel nyc,asics,1.0,,,,,,gel nyc
TERM_0584fffe,colins mont,colins mont,colin's,1.0,,,,,,mont
TERM_32b1e803,brillant stor perde,brillant stor perde,brillant,1.0,,,,,,stor perde
TERM_370b996a,brut erkek parfüm,brut erkek parfüm,,0.0,erkek,,,,,brut parfüm
TERM_d0a49636,vites,vites,,0.0,,,,,,vites
TERM_ae5384cd,motosiklet yağmurluk,motosiklet yağmurluk,,0.0,,,,,,motosiklet yağmurluk
TERM_49ade3e0,plastik sunumluk,plastik sunumluk,,0.0,,,,,plastik,sunumluk
TERM_b944ce06,cetvel,cetvel,,0.0,,,,,,cetvel
TERM_54d7df86,duvar dekorları,duvar dekorları,,0.0,,,,,,duvar dekorları
TERM_19d1d217,hazır gıda,hazır gıda,,0.0,,,,,,hazır gıda
TERM_973fa87c,epson yazıcı mürekkebi,epson yazıcı mürekkebi,epson,1.0,,,,,,yazıcı mürekkebi
TERM_81e5b47e,bebelac gold 1,bebelac gold 1,bebelac,1.0,,,gold,,,
TERM_fb7d2d08,ilk adım arabam,ilk adım arabam,,0.0,,,,,,ilk adım arabam
TERM_81ff99d1,levis pantolon,levis pantolon,levi's,1.0,,,,,,pantolon
TERM_c4f095e1,tuvalet paspası,tuvalet paspası,,0.0,,,,,,tuvalet paspası
TERM_30e9113c,bahçe mobilya,bahçe mobilya,,0.0,,,,,,bahçe mobilya
TERM_2202f67f,düğünlük bluz,düğünlük bluz,,0.0,,,,,,düğünlük bluz
TERM_c1d605e1,bayan gömlek,bayan gömlek,,0.0,kadın,,,,,gömlek
TERM_42c3ea8f,erkek pamuklu gömlek,erkek pamuklu gömlek,,0.0,erkek,,,,,pamuklu gömlek
TERM_00d68971,sürgülü dolap,sürgülü dolap,,0.0,,,,,,sürgülü dolap
TERM_67b8cb67,karaca home uyku seti,karaca home uyku seti,karaca,1.0,,,,,,home uyku seti
TERM_7296aef4,harry,harry,,0.0,,,,,,harry
TERM_8013bf7b,cep tarağı,cep tarağı,,0.0,,,,,,cep tarağı
TERM_2447513d,3m burun bandı,3m burun bandı,,0.0,,,,,,burun bandı
TERM_3b7c2fd3,ocean vitamin,ocean vitamin,ocean,0.933,,,,,,vitamin
TERM_3f40aef0,baby plus,baby plus,,0.0,,,,,,baby plus
TERM_50111442,dalış elbisesi,dalış elbisesi,,0.0,,,,,,dalış elbisesi
TERM_4bd6daa4,kahve rengi etek,kahve rengi etek,,0.0,,,,,,kahve rengi etek
TERM_983f1444,140x190 yatak,140x190 yatak,,0.0,,,,,,yatak
TERM_720a2b09,sephora rimel,sephora rimel,sephora,1.0,,,,,,rimel
TERM_4737f608,beşiktaş araba kokusu,beşiktaş araba kokusu,,0.0,,,,,,beşiktaş araba kokusu
TERM_f033b4ab,uydu alıcı aksesuarları,uydu alıcı aksesuarları,,0.0,,,,,,uydu alıcı aksesuarları
TERM_7d4fe19d,takviye kablosu,takviye kablosu,,0.0,,,,,,takviye kablosu
TERM_7d156472,kadın yazlık ayakkabı,kadın yazlık ayakkabı,,0.0,kadın,,,,,yazlık ayakkabı
TERM_d346c7b5,muline ip,muline ip,,0.0,,,,,,muline
TERM_a16a1335,micca kaban,micca kaban,,0.0,,,,,,micca kaban
TERM_1a83354b,ipek şampuan,ipek şampuan,,0.0,,,,,ipek,şampuan
TERM_1971b45d,ipad air 11 inç,ipad air 11 inç,,0.0,,,,11inç,,ipad air inç
TERM_65072b29,kaleci dizliği,kaleci dizliği,,0.0,,,,,,kaleci dizliği
TERM_93ee28bb,arnica fritöz,arnica fritöz,arnica,1.0,,,,,,fritöz
TERM_48442c4a,everton,everton,,0.0,,,,,,everton
TERM_9a05f235,acı sos,acı sos,,0.0,,,,,,acı sos
TERM_7e81b7cf,isimli termos,isimli termos,,0.0,,,,,,isimli termos
TERM_961b1aa1,iphone 11 şarj aleti,iphone 11 şarj aleti,,0.0,,,,,,iphone şarj aleti
TERM_9058bc04,spezi,spezi,,0.0,,,,,,spezi
TERM_82ecd9d4,köpek ödülü,köpek ödülü,,0.0,,,,,,köpek ödülü
TERM_bc0e4217,erkek çocuk yelekleri,erkek çocuk yelekleri,,0.0,erkek,çocuk,,,,yelekleri
TERM_ab9c3496,max factor kapatıcı,max factor kapatıcı,,0.0,,,,,,max factor kapatıcı
TERM_d29013ee,berjer örtüsü,berjer örtüsü,,0.0,,,,,,berjer örtüsü
TERM_28e3c749,erkek slim fit ceket,erkek slim fit ceket,,0.0,erkek,,,,,slim fit ceket
TERM_aeecb1ff,h&m çocuk şapka,h&m çocuk şapka,h&m,1.0,,çocuk,,mtekstil_beden,,şapka
TERM_0b48615d,zingo,zingo,,0.0,,,,,,zingo
TERM_a1a2afa1,çoklu gümüş kolye,çoklu gümüş kolye,,0.0,,,gümüş,,gümüş,çoklu kolye
TERM_d2afcc19,bale ayakkabısı,bale ayakkabısı,,0.0,,,,,,bale ayakkabısı
TERM_c08f1f05,çekmece içi düzenleyici,çekmece içi düzenleyici,,0.0,,,,,,çekmece içi düzenleyici
TERM_6923e1aa,hak iş oyuncak,hak iş oyuncak,,0.0,,,,,,hak oyuncak
TERM_8d12a04e,maybelline kaş kalemi,maybelline kaş kalemi,maybelline,1.0,,,,,,kaş kalemi
TERM_60a93683,trambolin,trambolin,,0.0,,,,,,trambolin
TERM_3ce5cdab,bebek dolap içi düzenleyici,bebek dolap içi düzenleyici,,0.0,,bebek,,,,dolap içi düzenleyici
TERM_fd41cb45,vs vücut spreyi,vs vücut spreyi,,0.0,,,,,,vücut spreyi
TERM_de36dd65,desen triko erkek,desen triko erkek,,0.0,erkek,,,,,desen triko
TERM_89ac24bd,pudra topuklu ayakkabı,pudra topuklu ayakkabı,,0.0,,,,,,pudra topuklu ayakkabı
TERM_9e805b2c,kadın siyah spor ayakkabı,kadın siyah spor ayakkabı,,0.0,kadın,,siyah,,,spor ayakkabı
TERM_d04da252,turuncu elbise,turuncu elbise,,0.0,,,turuncu,,,elbise
TERM_791206ee,modern salon duvar dekorasyonu,modern salon duvar dekorasyonu,,0.0,,,,,,modern salon duvar dekorasyonu
TERM_1064e0bd,balıkçı tulumu,balıkçı tulumu,,0.0,,,,,,balıkçı tulumu
TERM_e9ac03d4,b bag,b bag,,0.0,,,,,,bag
TERM_99e59ed6,keramika yemek tabağı,keramika yemek tabağı,,0.0,,,,,,keramika yemek tabağı
TERM_4d276b3c,salon avizesi şık,salon avizesi şık,,0.0,,,,,,salon avizesi şık
TERM_1f86cfe2,araba teyibi,araba teyibi,,0.0,,,,,,araba teyibi
TERM_6f34319a,pcos,pcos,,0.0,,,,,,pcos
TERM_ab5ba9da,kaşık altlığı,kaşık altlığı,,0.0,,,,,,kaşık altlığı
TERM_f91a26d9,brezilya keratin,brezilya keratin,,0.0,,,,,,brezilya keratin
TERM_e1d6d5a1,şarjlı doğrayıcı,şarjlı doğrayıcı,,0.0,,,,,,şarjlı doğrayıcı
TERM_4e0fe266,kardeş kombini,kardeş kombini,,0.0,,,,,,kardeş kombini
TERM_1853ae1d,b vitamini,b vitamini,,0.0,,,,,,vitamini
TERM_d4889a4b,suud kemer,suud kemer,suud,1.0,,,,,,kemer
TERM_6b5b21ee,dr. gusto gıda boyası,dr. gusto gıda boyası,dr.,0.833,,,,,,gusto gıda boyası
TERM_4e3e7f95,modanisa tesettür giyim,modanisa tesettür giyim,,0.0,,,,,,modanisa tesettür giyim
TERM_95851764,tudors kemer,tudors kemer,tudors,1.0,,,,,,kemer
TERM_f4001d23,dam,dam,,0.0,,,,,,dam
TERM_caef65bc,iki katlı ranza,iki katlı ranza,teknikgenç,1.0,,,,,,iki katlı
TERM_670468e9,waterproof göz kalemi,waterproof göz kalemi,,0.0,,,,,,waterproof göz kalemi
TERM_698550d7,meleni home buzdolabı düzenleyici,meleni home buzdolabı düzenleyici,meleni,1.0,,,,,,home buzdolabı düzenleyici
TERM_bb6b7bb3,prosafe emici külot,prosafe emici külot,,0.0,,,,,,prosafe emici külot
TERM_5263da11,puma flyer lite 3,puma flyer lite 3,puma,1.0,,,,,,flyer lite
TERM_fe947372,plastik ibrik,plastik ibrik,,0.0,,,,,plastik,ibrik
TERM_511c1281,tatlı tabakları,tatlı tabakları,paşabahçe,1.0,,,,,,tatlı
TERM_92217a85,led sinyal,led sinyal,,0.0,,,,,,led sinyal
TERM_69d079e4,philips çay makinesi,philips çay makinesi,philips,1.0,,,,,,çay makinesi
TERM_2e8a0f50,boya çıkarıcı,boya çıkarıcı,,0.0,,,,,,boya çıkarıcı
TERM_f6653dfc,sandıklı baza,sandıklı baza,,0.0,,,,,,sandıklı baza
TERM_ca45aa81,saç kırığı alma makinesi,saç kırığı alma makinesi,,0.0,,,,,,saç kırığı alma makinesi
TERM_e8e0cf2c,karaca çatal kaşık bıçak seti,karaca çatal kaşık bıçak seti,karaca,1.0,,,,,,çatal kaşık bıçak seti
TERM_e0b707cd,citizen tsuyosa saat,citizen tsuyosa saat,citizen,1.0,,,,,,tsuyosa saat
TERM_375562d2,organik bebek bisküvisi,organik bebek bisküvisi,hipp,0.75,,bebek,,,,bisküvisi
TERM_3b7be749,bagy pantolon,bagy pantolon,,0.0,,,,,,bagy pantolon
TERM_4a962170,frudia el kremi,frudia el kremi,frudia,1.0,,,,,,kremi
TERM_db530977,faber castell versatil kalem,faber castell versatil kalem,faber,1.0,,,,,,castell versatil kalem
